f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,class
29.292,6.368,19.287,12.143,14.45,3.925,3.024,8.314,8.132,17.125,2.489,8.362,2.925,1.749,1.745,5.074,8.805,-0.416,5.6,8.805,-17.686,27.27,0.453,9.927,F,C
31.13,8.587,21.621,2.42,14.112,2.975,5.688,12.549,8.803,16.857,5.392,4.09,4.641,2.039,3.196,7.1,-27.979,-10.383,14.762,-2.437,-7.649,2.38,2.491,6.819,I,B
24.527,7.035,20.442,5.393,17.078,2.228,5.702,12.469,8.967,13.527,5.711,-9.906,5.401,2.071,3.356,5.001,-6.517,-5.876,0.103,-6.517,-14.173,4.236,0.156,0.471,A,C
17.449,6.736,20.296,11.656,13.696,3.577,5.67,6.941,10.842,9.901,-0.297,3.438,7.438,1.47,0.351,2.464,-9.772,-20.011,6.553,-14.541,-19.516,2.219,1.718,2.431,F,H
6.751,12.687,6.29,13.137,9.538,3.408,4.407,8.731,10.213,8.223,0.649,-7.445,-2.494,-0.004,-3.273,1.727,-11.539,-8.837,0.889,-11.539,-2.999,4.991,0.422,8.914,F,C
6.54,10.801,6.268,5.741,15.981,0.764,3.268,8.691,11.549,8.973,2.638,-9.642,-1.561,-1.006,-3.691,1.309,-1.775,-3.392,0.411,-1.775,-15.89,10.605,0.197,9.665,D,D
12.57,12.347,17.758,6.697,16.634,2.439,4.883,6.063,11.791,7.215,-6.124,-1.514,-1.664,0.888,-2.562,5.429,-0.011,-12.046,8.35,-13.063,-18.927,2.84,1.715,0.832,D,J
6.928,11.082,7.419,10.455,11.752,1.182,3.997,13.396,12.578,17.626,1.319,-5.411,3.583,1.097,-2.258,2.742,-5.91,-4.204,0.445,-5.91,-0.657,2.408,0.43,7.815,F,G
9.587,12.45,6.958,3.774,17.824,3.608,4.704,17.745,4.443,19.112,31.503,-1.73,7.546,1.758,6.821,6.789,18.391,8.603,6.124,18.391,-18.92,45.581,0.367,0.997,B,J
22.829,4.631,21.838,10.713,8.8,2.642,3.571,7.106,13.464,8.581,-3.777,-3.634,-4.852,1.649,-2.792,2.208,1.435,-8.479,6.243,-3.777,-1.299,0.78,2.829,9.408,J,A
24.703,7.237,21.496,4.723,14.237,2.554,5.295,8.983,12.474,6.59,9.88,-8.947,-3.377,2.488,5.44,2.414,-28.948,-12.613,13.204,-6.136,-6.842,0.119,10.548,9.751,J,C
19.534,8.537,21.804,6.998,18.74,2.324,0.502,7.265,11.104,7.752,2.174,5.297,15.625,1.717,1.587,10.884,-3.872,-3.976,0.007,-3.872,-15.019,7.444,0.03,3.149,A,A
20.832,5.27,21.912,1.02,17.013,3.651,2.002,9.218,12.284,13.244,-0.535,5.708,1.22,1.447,0.233,8.666,-18.351,-8.408,6.271,4.314,-7.828,8.462,0.861,8.831,H,I
12.211,4.975,21.034,9.548,15.329,1.649,5.857,7.638,12.986,7.201,6.965,-5.652,-2.408,2.197,3.983,-3.728,8.297,-17.496,26.2,0.151,-6.503,3.433,2.763,0.968,E,D
9.096,12.035,16.552,15.544,5.664,2.221,3.299,19.328,8.847,21.229,-8.233,9.509,9.337,2.056,1.571,6.571,9.297,-14.659,23.451,-8.233,-1.189,3.739,2.505,6.854,I,C
11.846,13.007,13.123,14.503,2.42,2.425,0.407,10.926,15.783,14.225,-9.72,12.62,3.78,1.238,2.495,7.495,-15.534,-14.929,0.094,-9.72,-18.646,5.333,0.133,4.725,C,G
28.455,7.066,19.871,14.74,7.764,3.363,5.251,31.765,4.905,21.539,-0.251,-15.638,8.002,1.789,-6.912,-1.912,-8.193,-4.933,1.177,-8.193,-0.968,3.884,0.551,3.793,E,J
14.915,6.269,19.275,15.221,5.794,1.813,5.489,9.36,10.631,17.861,-3.888,-7.923,0.584,2.679,-4.607,0.393,-3.712,-14.526,7.112,-3.888,-3.8,0.005,36.906,9.564,J,I
26.222,9.496,21.905,10.122,13.458,2.316,2.244,6.502,11.93,6.36,1.858,3.545,7.545,1.686,1.429,2.843,5.801,-3.473,5.648,5.801,-24.159,32.798,0.415,8.841,F,J
14.095,9.381,16.572,13.762,8.347,1.344,3.27,9.394,14.116,14.57,-4.358,-13.494,1.252,0.703,-7.045,-2.045,5.253,-6.958,8.535,-4.358,-14.908,6.853,1.116,0.264,B,I
12.577,8.233,14.257,6.613,14.462,2.849,2.804,15.448,15.355,13.882,-13.866,4.403,4.443,1.239,-1.965,3.035,-16.39,-14.127,0.681,-5.282,-23.787,15.921,0.207,9.641,D,E
13.991,10.914,15.016,17.656,1.82,3.622,4.943,8.944,11.662,8.839,-6.409,0.078,4.078,0.85,-1.903,3.097,-27.028,-8.794,15.572,-6.409,-12.889,3.299,2.173,8.977,J,F
18.221,9.426,21.132,10.23,11.039,2.985,2.028,22.132,6.854,20.116,-0.845,9.986,6.791,3.011,3.616,8.616,-6.417,-13.564,3.821,-0.845,-3.683,0.956,1.999,0.166,B,E
6.808,12.84,9.211,16.079,2.771,1.268,4.391,7.842,10.314,8.435,-6.291,-1.442,-0.719,0.156,-2.507,2.493,-14.788,-23.542,5.18,-6.291,-15.697,5.769,0.948,9.995,H,I
17.854,6.151,20.527,9.404,15.765,0.898,5.538,19.738,7.805,20.935,3.923,-3.31,8.243,1.892,2.461,7.369,-12.177,-21.731,5.906,-9.378,-30.798,19.828,0.546,8.357,G,B
8.532,14.02,13.467,9.945,13.681,2.091,4.973,12.697,12.091,13.993,-13.811,8.825,1.298,0.766,-0.109,4.891,7.578,-16.459,23.569,-1.31,-8.764,4.07,2.406,8.5,J,G
16.742,4.3,20.092,2.429,14.307,3.794,3.587,8.984,12.101,8.822,3.663,4.731,9.814,1.866,2.332,8.227,-9.348,-15.377,2.961,-1.648,-11.77,6.441,0.678,8.618,G,B
9.13,10.715,8.564,6.354,12.859,1.281,4.982,6.477,10.849,9.638,-11.931,-3.169,0.312,-0.009,-4.637,0.363,-5.663,-5.396,0.028,-5.663,-16.486,7.121,0.062,4.487,B,J
16.261,7.812,19.419,7.183,15.916,3.654,1.219,16.07,7.537,19.401,11.803,1.156,10.846,2.68,6.401,9.538,-7.448,-16.567,5.507,-23.133,-13.995,5.525,0.998,3.911,F,H
15.371,8.918,15.185,11.492,11.54,1.011,5.445,24.284,6.78,21.09,-0.559,-5.127,6.414,1.569,-2.61,2.39,-3.845,-15.26,7.714,-0.559,-2.239,0.436,4.208,8.506,J,A
8.266,10.968,6.57,15.12,5.447,2.881,5.565,6.554,11.863,9.681,-6.451,-1.458,-1.118,0.429,-2.554,2.446,8.025,-6.981,11.626,-6.451,-0.519,2.89,2.006,2.871,G,B
12.812,5.52,20.163,16.096,2.655,3.637,4.37,6.695,13.385,9.053,-5.455,2.408,6.408,1.634,-0.694,4.306,-10.832,-17.396,3.363,-5.455,-8.032,0.827,2.016,0.295,C,C
9.961,14.925,12.073,15.847,9.459,2.136,1.403,11.408,10.503,17.774,-4.065,2.166,5.528,0.701,-0.447,4.553,18.761,5.786,9.347,18.761,-1.612,18.392,0.713,4.388,E,F
6.211,13.334,8.38,12.284,6.966,2.118,3.985,15.93,10.771,16.326,0.748,8.585,1.702,0.784,3.431,8.431,-21.771,-8.6,9.56,2.245,-9.254,7.799,1.107,3.67,F,J
14.236,5.727,20.196,4.49,18.536,2.006,5.045,11.47,12.563,12.1,-0.571,-8.166,3.174,1.443,0.215,3.145,4.082,4.693,0.095,4.082,-24.743,30.951,0.056,4.384,B,C
27.426,9.935,20.236,14.604,9.779,2.042,3.77,15.852,4.809,21.096,-2.191,-2.632,8.603,2.01,-1.978,3.022,-12.552,-22.405,6.185,-2.191,-13.677,7.786,0.891,7.784,H,I
12.658,11.666,16.635,12.662,6.343,2.024,0.962,9.866,12.775,9.628,0.916,3.497,7.497,0.929,1.353,6.353,-10.296,-12.67,0.732,0.916,-4.735,2.687,0.522,8.363,F,A
15.165,15.133,14.421,4.666,17.832,3.874,2.237,6.821,11.901,7.853,-8.335,10.579,6.365,0.666,4.227,9.227,-16.354,-22.601,3.123,-13.187,-6.954,3.112,1.002,8.186,H,B
26.317,8.094,21.491,17.062,2.972,3.47,3.642,8.805,10.536,7.719,-11.126,-0.433,3.567,1.617,-3.295,1.705,7.344,10.914,1.349,7.344,-1.588,5.338,0.503,4.007,D,E
12.46,9.398,17.947,16.605,6.022,2.743,3.823,7.239,13.789,9.934,-9.093,-4.614,-0.612,0.758,-4.529,0.471,4.275,-18.132,21.213,-9.093,-2.925,3.063,2.632,0.867,E,G
9.681,11.98,8.651,4.229,15.575,3.764,3.859,11.799,15.498,12.775,4.229,4.537,3.703,1.117,2.895,7.895,4.962,-3.167,4.635,4.962,-11.481,13.335,0.59,9.248,G,C
14.26,8.567,12.792,14.711,3.835,3.526,4.814,8.166,12.472,6.195,-5.276,0.984,4.984,1.074,-1.243,3.757,-15.669,-25.988,6.629,-5.276,-14.424,5.534,1.095,9.684,I,A
12.036,14.534,12.48,12.941,6.095,2.279,3.973,7.878,10.834,7.201,-0.399,4.575,8.575,1.388,1.473,6.473,-7.229,-16.387,5.543,-0.399,-3.881,1.299,2.065,0.348,C,I
17.052,7.075,20.692,15.629,2.949,3.39,4.924,12.495,7.516,21.653,-7.19,0.899,7.668,1.915,-1.756,3.244,-1.505,-3.121,0.411,-7.19,-5.933,0.282,1.207,8.84,I,G
24.092,4.62,20.519,5.377,17.693,1.064,5.878,12.523,9.161,12.528,21.704,-3.217,3.595,3.67,11.352,3.496,-6.303,-3.623,0.877,-6.303,-19.387,9.466,0.304,7.412,E,J
15.052,12.729,16.789,10.146,5.59,3.395,5.469,25.081,8.61,21.315,-4.748,1.913,10.294,2.216,-0.723,4.277,2.791,-8.685,7.776,-4.748,-15.985,7.534,1.016,5.813,G,F
29.631,5.871,21.53,10.078,11.15,3.901,4.37,17.741,5.576,19.649,-4.308,2.247,7.562,2.402,-0.474,4.526,-4.115,-11.71,4.186,-4.308,-4.212,0.006,26.474,4.342,J,H
15.166,14.873,15.666,18.525,6.616,3.132,2.183,7.169,13.357,9.053,-9.491,-0.155,3.845,1.027,-2.771,2.229,-23.365,-27.919,1.944,-9.491,-15.504,2.949,0.812,3.235,E,B
22.514,9.344,20.211,15.73,3.652,1.54,5.099,13.888,5.919,21.798,-7.115,-6.954,9.626,1.873,-5.01,-0.01,5.64,-10.338,12.774,-7.115,-1.514,2.651,2.195,8.476,I,E
12.69,9.146,17.188,18.857,5.709,3.799,1.25,11.659,11.032,13.091,-6.277,-0.761,1.531,1.139,-2.219,2.781,8.773,6.913,0.507,8.773,-1.148,6.25,0.285,3.741,C,A
8.223,11.587,13.428,8.077,15.754,3.588,3.645,18.49,7.067,19.873,-26.711,0.406,6.556,1.593,-6.842,5.963,8.616,4.423,1.717,8.616,-8.113,13.684,0.354,8.386,E,F
8.915,11.826,7.635,17.25,4.524,2.72,3.578,27.855,5.724,21.079,-8.426,-0.165,20.202,3.867,-2.509,2.491,-4.944,-2.493,0.768,-8.426,-4.227,1.721,0.668,4.625,E,A
8.352,13.09,6.902,17.731,1.907,0.964,4.107,16.323,8.04,19.662,-5.249,-5.965,6.508,1.585,-4.131,0.869,-8.182,-15.416,3.891,-5.249,-6.697,0.349,3.341,7.094,J,H
8.384,11.636,9.139,6.066,15.677,3.037,3.31,9.878,12.429,8.145,-15.215,-4.245,-2.723,0.3,-5.906,-0.906,-11.908,-17.127,2.384,-15.215,-21.884,3.444,0.832,6.313,G,D
6.424,11.498,6.927,5.792,10.02,3.509,5.415,23.193,9.211,21.276,-11.796,-12.165,6.679,1.613,-8.351,6.066,-22.117,-18.644,1.295,-11.796,-17.677,2.852,0.674,9.298,G,E
15.434,13.085,14.257,18.421,1.338,2.285,4.318,12.97,9.782,19.639,-10.221,-7.214,11.448,2.408,-5.894,-0.894,1.239,0.429,0.146,-10.221,-5.251,2.216,0.256,8.923,E,J
26.657,9.571,19.037,14.666,5.895,2.793,5.733,9.626,11.361,7.89,-7.214,3.778,7.778,1.458,-0.563,4.437,-10.51,-8.508,0.567,-7.214,-6.925,0.031,4.273,9.855,J,C
11.665,8.774,17.132,10.93,5.269,1.607,4.963,9.234,12.104,6.234,0.577,-16.738,-4.805,1.176,-7.163,-2.163,-19.484,-27.414,4.466,0.577,-9.709,6.598,0.823,6.305,G,E
12.957,6.066,21.144,14.473,5.138,3.132,5.363,7.454,12.683,6.268,-11.351,-9.992,0.355,1.825,-7.335,-2.335,6.657,-13.028,17.468,-11.351,-3.226,4.632,1.942,5.006,H,A
8.649,14,7.89,4.673,18.273,2.628,3.566,6.42,10.382,9.354,5.475,-6.481,-6.423,-0.203,-1.665,3.335,11.336,-7.87,16.834,-14.357,-21.633,3.925,2.071,2.914,G,F
7.598,12.403,7.182,7.918,15.63,2.807,3.868,15.184,15.281,16.392,-12.973,-4.393,4.118,1.186,-5.407,-0.407,-17.348,-26.47,5.51,-12.973,-21.249,4.761,1.076,4.897,G,D
23.497,7.639,20.421,14,5.883,0.944,4.717,24.925,7.976,20.721,-10.22,-8.748,7.648,1.964,-6.533,-1.533,-6.261,-13.52,3.911,-10.22,-8.178,0.584,2.589,8.907,J,I
15.402,9.613,14.039,15.808,5.646,1.24,4.943,12.947,11.061,13.955,-8.073,-6.503,4.075,1.23,-5.061,-0.061,0.458,-10.336,7.092,-8.073,-3.911,1.698,2.044,2.209,F,D
18.279,6.585,20.377,15.452,2.377,2.409,3.245,9.113,11.749,8.068,-6.815,-1.369,-1.098,3.297,-2.607,2.393,7.078,-12.137,16.845,-6.815,-0.951,2.84,2.436,4.026,H,B
6.3,13.376,9.922,8.433,12.115,3.253,5.899,19.452,4.908,21.253,-15.559,0.873,6.817,1.636,-3.859,6.18,6.133,-9.718,12.621,-15.559,-8.562,3.702,1.847,0.725,D,G
9.389,10.166,13.914,5.379,18.917,2.166,1.591,15.397,7.7,21.383,-1.816,8.277,10.96,2.327,3.929,9.633,4.161,-15.053,16.844,-4.864,-20.599,12.484,1.162,0.41,B,E
13.868,9.413,15.065,14.597,6.655,0.819,3.098,17.453,9.387,19.363,-8.524,-1.96,10.223,2.204,-3.281,1.719,-17.944,-11.508,3.266,-8.524,-16.158,4.219,0.88,7.228,G,C
11.414,14.234,13.385,3.612,18.975,3.989,4.74,13.988,4.749,21.151,-2.161,-3.962,14.799,2.966,-0.58,12.832,11.09,0.86,6.544,11.09,-13.517,24.413,0.518,8.647,F,E
20.078,9.068,19.589,9.457,11.111,0.891,4.973,9.928,13.996,15.543,12.268,-4.593,0.991,2.727,6.634,-2.203,0.626,-9.566,6.508,-19.824,-7.764,8.377,0.881,0.893,C,I
7.649,13.508,6.702,6.136,17.65,3.052,3.341,9.275,13.771,7.471,37.444,24.466,10.56,0.194,11.761,16.761,9.717,-16.552,26.927,-0.282,-23.084,21.776,1.112,0.118,A,F
13.084,13.3,13.197,11.667,13.831,3.922,1.576,9.222,13.79,6.895,-11.983,-0.612,3.388,1.312,-3.584,1.416,-33.344,-17.712,12.361,-11.983,-16.745,2.078,2.439,0.631,D,H
6.075,12.155,7.37,14.326,7.653,3.774,5.988,30.341,4.659,19.117,-2.04,-8.602,11.809,2.468,-4.428,0.572,-8.065,-17.123,5.452,-2.04,-5.05,1.045,2.285,9.963,J,A
7.373,13.447,7.197,18.113,5.305,0.174,4.19,12.172,9.602,16.192,-9.787,-1.172,4.67,1.278,-3.269,1.731,-2.823,-3.464,0.102,-9.787,-6.866,0.999,0.32,8.701,E,I
15.232,5.304,20.874,9.573,11.347,3.238,4.874,13.407,6.282,19.273,22.201,-6.908,10.722,3.72,11.601,9.435,-18.15,-13.749,1.847,-5.605,-24.549,16.491,0.335,4.59,D,G
7.664,11.359,7.272,15.314,4.411,2.902,2.58,14.627,12.069,15.602,-11.211,13.043,2.436,0.906,2.298,7.298,-2.474,-13.03,6.859,-11.211,-6.675,1.932,1.884,6.662,I,D
15.122,12.29,17.723,8.32,10.852,2.191,5.437,30.437,5.317,21.857,-15.979,-7.955,6.342,1.557,-7.643,5.785,-10.782,-16.114,2.462,-3.795,-19.558,12.517,0.444,0.002,A,G
21.592,5.104,20.754,2.078,18.188,3.326,5.701,23.347,5.305,20.554,3.43,3.565,7.586,1.843,2.215,6.822,-15.709,-24.024,4.796,-13.444,-9.754,1.418,1.839,2.626,G,E
22.906,6.664,21.068,13.812,10.106,3.505,0.301,8.933,9.182,17.138,-3.374,9.15,1.912,2.23,2.636,7.636,10.067,-0.502,6.872,10.067,-5.28,12.024,0.756,0.224,A,C
7.353,11.897,8.698,9.139,15.836,1.378,3.713,6.277,13.07,9.447,-16.144,-10.494,-5.714,0.152,-8.742,-3.742,-9.503,-15.572,2.99,-16.144,-17.997,0.504,2.435,6.243,I,B
8.152,11.629,6.395,1.813,16.951,2.018,3.765,14.369,4.274,19.704,7.603,6.562,8.664,1.944,4.162,7.72,-22.902,-18.189,2.046,-12.59,-6.77,2.808,0.854,0.166,A,A
6.192,11.378,6.41,10.425,8.199,1.698,4.916,9.964,11.825,7.938,-1.901,-2.457,-1.386,0.219,-1.832,3.168,4.233,6.574,0.716,4.233,-15.171,17.095,0.205,2.356,B,J
15.745,13.739,12.152,15.66,4.456,2.514,3.15,7.099,11.171,9.245,-9.216,-6.695,-9.542,0.603,-5.427,-0.427,14.448,-8.393,21.833,-9.216,-1.001,4.709,2.153,3.845,H,D
15.262,14.396,13.548,3.801,16.457,1.103,4.254,31.651,4.123,20.885,-1.183,-2.15,10.143,2.191,-0.092,8.953,20.27,17.381,0.982,20.27,-22.601,56.14,0.132,9.199,D,J
9.329,10.502,8.505,18.126,2.147,2.496,4.192,9.291,11.417,9.471,-5.936,7.177,11.177,-0.499,1.173,6.173,-5.353,-24.733,17.063,-5.936,-5.645,0.032,23.272,9.553,J,A
10.659,12.458,15.615,1.418,15.763,3.31,2.189,12.315,9.792,19.897,-3.961,5.385,7.916,1.819,0.766,7.097,-2.966,-2.357,0.095,-2.966,-17.043,10.563,0.095,2.334,B,G
15.758,14.305,15.261,10.191,13.3,0.807,5.3,7.441,13.411,9.913,-21.763,-3.295,-4.591,0.719,-7.147,-2.147,-9.107,-10.27,0.251,-9.107,-17.517,4.878,0.227,0.498,A,B
15.879,13.023,12.197,14.053,4.602,0.699,4.723,9.538,10.605,6.829,-7.561,-1.597,-2.724,0.901,-2.889,2.111,0.456,-1.275,0.455,-7.561,-5.224,0.715,0.798,0.708,C,E
30.751,7.849,20.274,12.304,12.82,3.054,5.353,7.604,10.897,9.343,1.623,-1.811,-0.891,1.665,-0.682,4.318,-23.875,-5.684,15.516,14.596,-8.631,22.388,0.833,8.98,H,I
6.032,13.691,7.921,5.866,11.384,2.993,4.046,13.782,9.557,19.914,-13.527,5.295,8.466,1.911,-1.509,7.555,-11.762,-11.709,0.002,1.799,-24.387,26.799,0.01,3.354,A,J
8.435,10.837,9.281,15.837,5.475,3.752,1.277,6.972,12.799,8.41,-0.997,9.7,13.7,-0.98,3.459,8.459,9.42,0.568,5.268,9.42,-3.077,8.836,0.772,4.017,E,G
6.829,11.477,9.236,12.103,8.002,3.414,5.624,15.186,15.754,16.557,-2.299,-7.666,2.294,0.882,-4.102,0.898,11.486,6.035,2.545,11.486,-18.615,33.029,0.278,2.317,C,H
8.309,10.286,17.504,6.629,18.786,0.202,5.627,19.467,7.79,20.631,-1.252,-2.388,7.437,1.74,-0.126,6.698,-8.487,-17.658,5.555,-3.256,-10.409,3.826,1.205,0.739,C,I
12.186,9.944,15.749,6.741,15.577,0.727,5.491,6.601,13.269,7.762,-1.864,-3.145,0.144,1.314,-0.432,8.135,-10.675,-8.868,0.486,-10.675,-10.559,0.008,7.82,9.389,J,H
14.322,13.67,14.517,5.947,18.209,1.984,5.138,20.043,6.845,20.36,-7.033,-8.169,6.454,1.576,-3.017,5.878,-17.205,-7.888,5.688,6.946,-7.047,10.468,0.737,2.631,D,B
12.511,6.906,20.654,5.404,14.694,2.462,5.081,8.148,10.561,8.93,3.584,9.925,13.925,1.858,2.292,4.954,-1.743,-13.486,8.048,-15.393,-7.833,4.158,1.391,8.433,I,I
21.511,4.98,20.414,4.533,14.576,2.8,3.636,11.785,15.1,14.142,2.261,-8.687,1.703,1.726,1.63,1.919,2.75,5.28,0.805,2.75,-23.98,27.64,0.171,0.658,A,D
31.961,9.826,20.164,18.476,2.568,1.031,3.144,7.231,12.92,9.554,-7.509,-8.522,-3.332,1.733,-5.761,-0.761,-1.31,-10.935,5.972,-7.509,-4.437,1.077,2.355,3.441,H,H
15.485,15.467,14.328,11.684,14.311,3.416,5.413,25.176,7.554,20.059,-12.457,-2.739,11.915,2.486,-4.589,10.429,4.207,-16.084,18.28,-3.65,-10.338,3.46,2.299,6.772,I,I
8.711,10.932,16.513,5.907,14.033,1.056,5.912,12.577,7.043,20.136,-3.311,-1.322,5.994,1.499,-1.155,5.495,-5.339,-19.013,10.114,-1.211,-13.017,8.113,1.117,3.538,F,A
12.5,14.808,14.435,9.916,15.419,0.23,3.805,14.325,8.816,19.619,-21.277,-16.093,8.389,1.898,-12.358,7.491,-10.899,-17.036,3.041,-4.841,-17.112,8.597,0.595,8.048,G,E
6.636,11.813,6.96,15.963,9.267,2.69,5.25,10.034,14.774,12.733,0.008,-4.809,2.808,0.968,-2.335,2.665,8.992,-12.055,19.311,-6.544,-17.072,6.831,1.681,9.316,I,A
9.028,11.45,9.211,6.313,16.129,3.428,3.202,30.292,9.652,20.599,10.891,8.535,7.548,1.758,2.606,6.79,-10.503,-10.755,0.025,-10.503,-9.261,0.277,0.302,4.671,D,D
9.901,12.382,8.662,11.824,12.323,2.208,1.215,14.841,6.621,19.581,-16.268,4.688,12.667,2.611,-2.447,11.055,-10.907,-13.571,0.87,-0.635,-19.486,16.369,0.23,8.071,D,F
15.536,12.919,14.459,12.813,15.311,3.279,0.169,8.949,12.694,6.493,-17.755,-0.792,3.208,0.826,-5.102,-0.102,7.849,-9.847,14.888,-11.048,-7.54,1.314,3.366,0.082,B,A
7.12,13.742,7.124,12.987,5.042,2.389,5.245,19.314,6.772,21.602,-3.891,-1.046,5.769,1.462,-1.742,3.258,-8.248,-15.211,3.675,-3.891,-6.045,0.632,2.411,6.576,I,A
8.489,10.153,6.845,8.387,11.279,3.605,2.986,6.675,10.532,9.958,-24.787,11.489,15.489,-0.917,-1.743,3.257,-27.846,-14.962,9.249,-9.39,-29.904,18.583,0.705,0.197,A,H
6.064,13.794,9.486,7.977,14.256,3.713,0.546,12.103,9.25,17.405,-23.622,2.063,1.505,0.751,-5.379,-0.379,-9.328,-4.04,2.432,-9.328,-7.856,0.357,2.609,2.992,H,H
12.766,6.776,21.5,4.809,14.338,2.319,1.861,7.532,10.203,7.292,-0.507,3.356,10.656,1.449,0.247,8.005,-8.817,-4.777,1.624,-8.817,-21.467,8.999,0.425,6.306,E,G
12.503,6.424,20.899,6.425,13.543,0.813,5.441,19.22,8.061,21.339,3.493,-8.42,13.099,1.849,2.247,11.415,-8.021,-5.784,0.669,-8.021,-9.171,0.247,1.647,4.327,H,D
24.926,9.588,21.462,3.96,17.866,0.626,3.587,8.01,12.311,7.244,5.308,-2.002,-0.492,2.031,3.154,6.759,-16.913,-13.681,1.162,-4.947,-7.072,0.619,1.37,6.969,H,E
15.208,9.319,12.644,9.537,14.164,2.698,3.712,7.281,11.252,6.801,-18.352,-9.276,-2.339,0.855,-8.786,-3.786,-18.926,-12.241,3.457,-3.721,-31.106,28.663,0.347,4.947,D,C
7.623,12.19,6.682,3.556,18.212,2.642,0.137,13.713,8.325,15.26,1.996,3.197,2.84,0.973,-0.218,4.782,-12.024,-8.314,1.429,15.864,-11.485,28.605,0.224,4.239,C,A
21.912,5.836,21.993,5.755,13.796,2.851,3.838,8.893,11.697,8.639,9.992,2.708,6.708,2.499,5.496,2.284,5.183,-15.313,18.558,-3.912,-9.36,2.543,2.701,4.831,I,I
19.942,8.288,20.009,14.361,2.106,0.275,5.188,24.142,7.184,21.593,-10.472,-2.102,7.195,2.366,-3.827,1.173,3.471,0.173,1.198,3.471,-6.438,6.239,0.438,2.967,D,H
7.931,11.413,9.009,11.348,12.437,3.041,3.548,20.786,4.537,19.494,-27.653,-6.55,6.463,1.577,-9.976,5.886,8.048,-11.678,17.522,-7.539,-6.354,0.258,8.242,0.188,D,I
9.188,8.25,16.886,1.714,18.617,3.028,3.032,8.547,11.41,6.17,-7.118,7.584,8.892,0.788,4.032,9.032,11.883,-15.103,28.037,-1.363,-26.625,25.394,1.051,6.736,H,G
15.793,5.679,20.432,5.084,14.055,2.132,4.331,12.383,15.283,17.801,8.064,8.711,2.564,2.306,4.532,7.423,-24.377,-6.112,15.613,10.367,-5.993,13.234,1.086,2.031,E,E
10.447,11.185,12.019,11.138,12.604,1.158,3.376,9.868,14.522,13.325,-0.188,-7.382,2.093,0.925,-3.456,1.544,9.835,3.107,3.49,9.835,-0.653,6.793,0.717,4.58,F,E
9.557,13.072,7.087,9.862,11.493,1.682,4.013,15.903,8.237,19.888,-16.187,-9.385,14.322,2.887,-8.291,12.435,3.942,4.507,0.085,3.942,-8.689,8.978,0.097,5.145,B,F
6.277,13.575,7.621,11.061,5.075,2.263,1.667,7.366,12.067,9.264,-4.556,3.049,7.049,-1.029,-0.202,4.798,5.048,-3.56,5.051,5.048,-7.667,9.068,0.746,9.478,H,J
18.353,9.276,19.232,14.641,2.896,1.837,3.489,12.015,14.019,16.251,-8.333,-4.418,3.339,1.526,-4.258,0.742,-17.206,-8.892,4.795,3.716,-16.304,17.914,0.517,4.232,E,J
10.536,8.529,16.703,13.288,10.258,3.092,4.472,15.771,13.745,12.773,-1.148,1.533,4.65,1.182,0.018,5.018,-9.177,-15.874,3.466,-1.148,-5.15,1.601,1.471,0.01,A,H
9.64,8.225,15.738,2.359,18.38,2.124,5.617,21.15,9.632,21.39,-5.975,-1.859,6.003,1.5,-2.487,5.502,-8.939,-6.922,0.573,-8.939,-13.371,1.866,0.554,4.94,E,B
9.568,10.402,16.277,16.135,5.669,0.739,3.407,25.129,6.432,20.801,-7.62,-2.992,9.181,2.03,-3.485,1.515,3.26,-12.73,12.787,-7.62,-2.567,2.272,2.372,3.692,H,G
12.835,8.789,15.167,10.448,6.32,2.906,0.879,25.484,4.438,19.413,1.699,8.831,9.823,2.137,3.771,8.771,-6.917,-5.184,0.456,-6.917,-1.014,2.869,0.399,5.178,E,D
7.472,12.521,8.667,12.334,8.548,3.053,5.032,7.209,10.811,7.72,-0.519,9.847,13.847,-0.548,3.64,8.64,9.548,-13.164,21.647,-0.519,-16.403,12.661,1.308,4.924,G,J
7.818,12.417,9.52,10.202,11.084,3.593,1.795,9.786,13.269,6.073,0.422,-0.886,3.114,-2.021,-0.597,4.403,-13.251,-8.348,2.171,10.754,-11.721,21.311,0.319,4.393,D,B
6.369,13.589,8.261,18.69,4.943,3.747,3.43,25.585,6.787,20.564,-10.424,-3.185,5.723,1.454,-4.267,0.733,4.793,-15.282,17.988,-10.424,-3.363,3.753,2.189,0.421,C,H
6.452,12.639,6.524,15.47,2.073,3.835,5.362,13.023,8.061,14.084,-11.613,12.55,1.718,0.786,1.993,6.993,2.91,4.538,0.416,2.91,-3.382,3.157,0.363,3.239,C,D
12.264,9.327,12.884,15.483,6.847,2.091,5.193,9.23,13.311,6.706,1.351,-4.274,-0.043,1.141,-1.776,3.224,0.43,-10.559,7.285,1.351,0.884,0.064,10.683,0.727,H,F
9.102,13.346,12.586,6.298,18.573,3.342,5.035,30.695,8.574,20.833,-2.678,-1.882,12.028,2.505,-0.839,10.523,5.795,-15.46,19.598,-3.383,-21.596,15.545,1.123,5.205,G,F
